Time            NodeID          Direction       MSGID           ACKID           SrcID           DestID          NextHopID       RealDestID      BodyLength      TTL             isLast2Hop      isLastHop       
1800            17              1               127             0               17              27              -1              -1              939             3               1               0               
1800            14              1               118             0               14              40              13              40              596             2               0               1               
1800            45              1               121             92              45              35              -1              -1              308             2               1               0               
1800            25              1               130             100             25              49              2               -1              569             3               0               0               
1800            1               1               124             0               1               17              -1              -1              501             3               1               0               
1800            44              1               134             0               44              26              42              -1              243             4               0               0               
1800            1               1               114             88              1               36              16              36              882             1               0               1               
1800            37              1               126             0               37              42              -1              -1              895             3               1               0               
1800            8               1               132             0               8               14              47              -1              429             4               0               0               
1800            38              1               129             102             38              44              2               -1              240             3               0               0               
1800            40              1               135             0               40              8               30              -1              948             4               0               0               
1800            49              1               116             0               49              43              41              43              812             2               0               1               
1900            38              1               143             110             38              38              2               -1              803             4               0               0               
1900            29              1               142             0               29              35              31              -1              894             4               0               0               
1900            28              1               133             0               28              39              -1              -1              574             3               1               0               
1900            15              1               128             103             15              4               -1              -1              411             2               1               0               
1900            49              1               130             100             49              2               -1              -1              569             2               1               0               
1900            40              1               144             118             40              13              16              -1              596             4               0               0               
1900            22              1               136             101             22              38              11              -1              442             3               0               0               
1900            36              1               120             87              36              34              1               34              676             1               0               1               
1900            43              1               145             116             43              41              39              -1              812             4               0               0               
1900            8               1               135             0               8               30              -1              -1              948             3               1               0               
1900            27              1               127             0               27              30              4               30              939             2               0               1               
1900            7               1               137             109             7               44              26              -1              614             3               0               0               
1900            6               1               141             0               6               28              33              -1              838             4               0               0               
1900            4               1               117             0               4               41              43              41              493             1               0               1               
1900            27              1               131             93              27              6               -1              -1              974             2               1               0               
1900            44              1               129             102             44              2               -1              -1              240             2               1               0               
1900            42              1               125             0               42              24              -1              -1              709             2               1               0               
1900            17              1               124             0               17              6               39              6               501             2               0               1               
1900            26              1               138             111             26              45              32              -1              927             3               0               0               
1900            32              1               146             112             32              46              9               -1              456             4               0               0               
1900            25              1               123             94              25              22              11              22              674             1               0               1               
1900            10              1               147             119             10              44              4               -1              236             4               0               0               
1900            13              1               122             95              13              21              27              21              871             1               0               1               
1900            0               1               140             0               0               42              5               -1              324             4               0               0               
1900            14              1               132             0               14              47              -1              -1              429             3               1               0               
1900            26              1               134             0               26              42              46              -1              243             3               0               0               
1900            34              1               139             0               34              4               23              -1              686             4               0               0               
1900            42              1               126             0               42              30              49              30              895             2               0               1               
1900            35              1               121             92              35              40              11              40              308             1               0               1               
2000            28              1               150             0               28              21              0               -1              575             4               0               0               
2000            24              1               125             0               24              36              6               36              709             1               0               1               
2000            41              1               152             117             41              43              44              -1              493             4               0               0               
2000            4               1               139             0               4               23              -1              -1              686             3               1               0               
2000            30              1               153             126             30              49              13              -1              895             4               0               0               
2000            17              1               148             0               17              15              34              -1              226             4               0               0               
2000            35              1               142             0               35              31              -1              -1              894             3               1               0               
2000            2               1               130             100             2               0               35              0               569             1               0               1               
2000            38              1               136             101             38              11              -1              -1              442             2               1               0               
2000            41              1               145             116             41              39              30              -1              812             3               0               0               
2000            30              1               154             127             30              4               41              -1              939             4               0               0               
2000            39              1               133             0               39              3               31              3               574             2               0               1               
2000            38              1               143             110             38              2               15              -1              803             3               0               0               
2000            6               1               131             93              6               20              15              20              974             1               0               1               
2000            44              1               137             109             44              26              -1              -1              614             2               1               0               
2000            4               1               128             103             4               36              45              36              411             1               0               1               
2000            44              1               147             119             44              4               6               -1              236             3               0               0               
2000            28              1               141             0               28              33              -1              -1              838             3               1               0               
2000            28              1               149             0               28              15              42              -1              983             4               0               0               
2000            30              1               135             0               30              32              25              32              948             2               0               1               
2000            47              1               132             0               47              48              29              48              429             2               0               1               
2000            42              1               140             0               42              5               -1              -1              324             3               1               0               
2000            2               1               129             102             2               35              10              35              240             1               0               1               
2000            18              1               151             0               18              19              11              -1              365             4               0               0               
2000            6               1               155             124             6               39              12              -1              501             4               0               0               
2000            13              1               144             118             13              16              49              -1              596             3               0               0               
2000            42              1               134             0               42              46              -1              -1              243             2               1               0               
2000            46              1               146             112             46              9               41              -1              456             3               0               0               
2000            45              1               138             111             45              32              -1              -1              927             2               1               0               
2100            28              1               158             0               28              0               16              -1              321             4               0               0               
2100            32              1               160             135             32              25              49              -1              948             4               0               0               
2100            15              1               149             0               15              42              -1              -1              983             3               1               0               
2100            36              1               161             125             36              6               9               -1              709             4               0               0               
2100            16              1               144             118             16              49              -1              -1              596             2               1               0               
2100            3               1               162             133             3               31              23              -1              574             4               0               0               
2100            31              1               142             0               31              44              7               44              894             2               0               1               
2100            15              1               148             0               15              34              -1              -1              226             3               1               0               
2100            39              1               155             124             39              12              2               -1              501             3               0               0               
2100            19              1               151             0               19              11              -1              -1              365             3               1               0               
2100            48              1               163             132             48              29              47              -1              429             4               0               0               
2100            5               1               140             0               5               43              21              43              324             2               0               1               
2100            2               1               143             110             2               15              -1              -1              803             2               1               0               
2100            0               1               156             0               0               18              33              -1              331             4               0               0               
2100            49              1               153             126             49              13              30              -1              895             3               0               0               
2100            26              1               157             0               26              35              22              -1              312             4               0               0               
2100            46              1               134             0               46              49              9               49              243             1               0               1               
2100            11              1               136             101             11              6               7               6               442             1               0               1               
2100            9               1               146             112             9               41              -1              -1              456             2               1               0               
2100            26              1               137             109             26              23              27              23              614             1               0               1               
2100            32              1               138             111             32              46              45              46              927             1               0               1               
2100            21              1               150             0               21              0               -1              -1              575             3               1               0               
2100            23              1               139             0               23              40              37              40              686             2               0               1               
2100            39              1               145             116             39              30              -1              -1              812             2               1               0               
2100            33              1               141             0               33              31              30              31              838             2               0               1               
2100            4               1               154             127             4               41              21              -1              939             3               0               0               
2100            11              1               159             0               11              8               3               -1              318             4               0               0               
2100            43              1               152             117             43              44              21              -1              493             3               0               0               
2100            4               1               147             119             4               6               -1              -1              236             2               1               0               
2200            31              1               162             133             31              23              3               -1              574             3               0               0               
2200            44              1               168             142             44              7               27              -1              894             4               0               0               
2200            42              1               149             0               42              45              37              45              983             2               0               1               
2200            0               1               158             0               0               16              -1              -1              321             3               1               0               
2200            31              1               169             141             31              30              24              -1              838             4               0               0               
2200            2               1               166             0               2               39              29              -1              916             4               0               0               
2200            49              1               170             134             49              9               31              -1              243             4               0               0               
2200            34              1               148             0               34              20              33              20              226             2               0               1               
2200            40              1               171             139             40              37              34              -1              686             4               0               0               
2200            30              1               145             116             30              4               40              4               812             1               0               1               
2200            41              1               154             127             41              21              -1              -1              939             2               1               0               
2200            13              1               153             126             13              30              -1              -1              895             2               1               0               
2200            6               1               161             125             6               9               1               -1              709             3               0               0               
2200            33              1               165             0               33              1               3               -1              787             4               0               0               
2200            29              1               163             132             29              47              32              -1              429             3               0               0               
2200            18              1               156             0               18              33              -1              -1              331             3               1               0               
2200            6               1               147             119             6               46              15              46              236             1               0               1               
2200            44              1               152             117             44              21              -1              -1              493             2               1               0               
2200            35              1               157             0               35              22              -1              -1              312             3               1               0               
2200            38              1               167             0               38              3               14              -1              810             4               0               0               
2200            11              1               151             0               11              29              23              29              365             2               0               1               
2200            25              1               160             135             25              49              15              -1              948             3               0               0               
2200            8               1               159             0               8               3               5               -1              318             3               0               0               
2200            12              1               155             124             12              2               -1              -1              501             2               1               0               
2200            4               1               164             0               4               35              25              -1              468             4               0               0               
2200            0               1               150             0               0               48              35              48              575             2               0               1               
2200            43              1               172             140             43              21              34              -1              324             4               0               0               
2200            49              1               144             118             49              29              32              29              596             1               0               1               
2200            15              1               143             110             15              15              40              15              803             1               0               1               
2200            41              1               146             112             41              16              2               16              456             1               0               1               
2300            38              1               174             0               38              2               30              -1              912             4               0               0               
2300            21              1               152             117             21              38              26              38              493             1               0               1               
2300            22              1               157             0               22              33              3               33              312             2               0               1               
2300            21              1               154             127             21              24              12              24              939             1               0               1               
2300            30              1               175             0               30              48              32              -1              219             4               0               0               
2300            7               1               168             142             7               27              37              -1              894             3               0               0               
2300            9               1               170             134             9               31              15              -1              243             3               0               0               
2300            9               1               161             125             9               1               -1              -1              709             2               1               0               
2300            20              1               177             148             20              33              3               -1              226             4               0               0               
2300            39              1               166             0               39              29              -1              -1              916             3               1               0               
2300            3               1               167             0               3               14              -1              -1              810             3               1               0               
2300            23              1               162             133             23              3               -1              -1              574             2               1               0               
2300            37              1               171             139             37              34              0               -1              686             3               0               0               
2300            48              1               173             0               48              20              13              -1              834             4               0               0               
2300            48              1               178             150             48              35              35              -1              575             4               0               0               
2300            5               1               176             0               5               26              0               -1              1006            4               0               0               
2300            30              1               169             141             30              24              20              -1              838             3               0               0               
2300            3               1               159             0               3               5               -1              -1              318             2               1               0               
2300            33              1               156             0               33              41              21              41              331             2               0               1               
2300            45              1               179             149             45              37              37              -1              983             4               0               0               
2300            35              1               164             0               35              25              -1              -1              468             3               1               0               
2300            21              1               172             140             21              34              9               -1              324             3               0               0               
2300            2               1               155             124             2               21              14              21              501             1               0               1               
2300            49              1               160             135             49              15              -1              -1              948             2               1               0               
2300            29              1               180             151             29              23              16              -1              365             4               0               0               
2300            30              1               153             126             30              10              27              10              895             1               0               1               
2300            47              1               163             132             47              32              -1              -1              429             2               1               0               
2300            1               1               165             0               1               3               -1              -1              787             3               1               0               
2300            16              1               158             0               16              48              32              48              321             2               0               1               
2400            26              1               176             0               26              0               -1              -1              1006            3               1               0               
2400            45              1               182             0               45              43              28              -1              494             4               0               0               
2400            27              1               168             142             27              37              -1              -1              894             2               1               0               
2400            35              1               178             150             35              35              29              -1              575             3               0               0               
2400            37              1               179             149             37              37              3               -1              983             3               0               0               
2400            23              1               180             151             23              16              13              -1              365             3               0               0               
2400            1               1               161             125             1               4               28              4               709             1               0               1               
2400            33              1               185             157             33              3               47              -1              312             4               0               0               
2400            13              1               181             0               13              18              46              -1              575             4               0               0               
2400            20              1               173             0               20              13              1               -1              834             3               0               0               
2400            14              1               167             0               14              44              25              44              810             2               0               1               
2400            5               1               159             0               5               37              37              37              318             1               0               1               
2400            34              1               172             140             34              9               -1              -1              324             2               1               0               
2400            25              1               164             0               25              35              48              35              468             2               0               1               
2400            2               1               174             0               2               30              -1              -1              912             3               1               0               
2400            34              1               171             139             34              0               -1              -1              686             2               1               0               
2400            24              1               169             141             24              20              -1              -1              838             2               1               0               
2400            31              1               170             134             31              15              -1              -1              243             2               1               0               
2400            3               1               162             133             3               4               1               4               574             1               0               1               
2400            48              1               186             158             48              32              30              -1              321             4               0               0               
2400            29              1               166             0               29              20              44              20              916             2               0               1               
2400            3               1               165             0               3               4               23              4               787             2               0               1               
2400            32              1               163             132             32              8               18              8               429             1               0               1               
2400            15              1               160             135             15              40              9               40              948             1               0               1               
2400            23              1               184             0               23              42              20              -1              566             4               0               0               
2400            48              1               183             0               48              47              28              -1              606             4               0               0               
2400            33              1               177             148             33              3               20              -1              226             3               0               0               
2400            48              1               175             0               48              32              -1              -1              219             3               1               0               
2400            41              1               187             156             41              21              24              -1              331             4               0               0               
2500            3               1               185             157             3               47              13              -1              312             3               0               0               
2500            4               1               189             0               4               6               23              -1              850             4               0               0               
2500            44              1               192             167             44              25              40              -1              810             4               0               0               
2500            42              1               184             0               42              20              -1              -1              566             3               1               0               
2500            0               1               176             0               0               26              16              26              1006            2               0               1               
2500            3               1               177             148             3               20              -1              -1              226             2               1               0               
2500            30              1               174             0               30              23              26              23              912             2               0               1               
2500            15              1               170             134             15              44              22              44              243             1               0               1               
2500            12              1               191             0               12              23              34              -1              849             4               0               0               
2500            32              1               175             0               32              18              15              18              219             2               0               1               
2500            18              1               181             0               18              46              -1              -1              575             3               1               0               
2500            37              1               168             142             37              29              22              29              894             1               0               1               
2500            21              1               187             156             21              24              29              -1              331             3               0               0               
2500            35              1               193             164             35              48              10              -1              468             4               0               0               
2500            4               1               194             165             4               23              13              -1              787             4               0               0               
2500            20              1               195             166             20              44              44              -1              916             4               0               0               
2500            33              1               190             0               33              49              46              -1              399             4               0               0               
2500            47              1               183             0               47              28              -1              -1              606             3               1               0               
2500            36              1               188             0               36              17              49              -1              880             4               0               0               
2500            13              1               173             0               13              1               -1              -1              834             2               1               0               
2500            37              1               196             159             37              37              48              -1              318             4               0               0               
2500            16              1               180             151             16              13              -1              -1              365             2               1               0               
2500            35              1               178             150             35              29              -1              -1              575             2               1               0               
2500            0               1               171             139             0               34              39              34              686             1               0               1               
2500            20              1               169             141             20              6               24              6               838             1               0               1               
2500            9               1               172             140             9               0               34              0               324             1               0               1               
2500            32              1               186             158             32              30              31              -1              321             3               0               0               
2500            43              1               182             0               43              28              20              -1              494             3               0               0               
2500            37              1               179             149             37              3               -1              -1              983             2               1               0               
